Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
2-6_NH2_3-5_NO2_4_CNBABr,c1(N)c(N(=O)=O)c(C#N)c(N(=O)=O)c(N)c1(C#C(Br)),Br,NH2,NO2,CN,42.7,1.986749669,1.7972,4.516,-5.036,1.2149,16.806,2.048,C1,1.8107,0.0135,4.057,-0.459,-3.342,1.2163,0.0014,16.676,-0.13,2.751,2.8761,0.181,-11.934,0.0185,0.0135,-0.00142,-0.012,0.0596,0.00142,5.39E-07,-0.0185,-6.84,-6.77185888,-6.35,-6.27996925,0.07037519,-0.00034444,,-0.02906
2-6_NH2_3-5_NO2_4_FBABr,c1(N)c(N(=O)=O)c(F)c(N(=O)=O)c(N)c1(C#C(Br)),Br,NH2,NO2,F,39.4,1.989283271,1.7987,4.503,-3.593,1.2151,16.797,0.711,C1,1.8117,0.013,4.072,-0.431,-1.853,1.2163,0.0012,16.684,-0.113,1.22,2.8889,0.175,-11.707,0.018,0.0131,-0.00143,-0.0117,0.0582,0.00143,2.33E-06,-0.018,-6.45,-6.379521115,-5.96,-5.893603722,0.066654059,-0.000257781,56.46,-0.02747
2-6_OH_3-5_BH2_4_CNBABr,c1(O)c(B)c(C#N)c(B)c(O)c1(C#C(Br)),Br,OH,BH2,CN,42.3,1.986043912,1.7965,4.52,-4.875,1.2155,16.776,1.767,C1,1.8103,0.0138,4.047,-0.473,-3.073,1.217,0.0015,16.644,-0.132,2.399,2.8703,0.183,-11.948,0.0187,0.0136,-0.00142,-0.0122,0.0602,0.00142,1.14E-06,-0.0187,-6.95,-6.873866824,-6.45,-6.37537839,0.07494346,-0.00032185,7.43,-0.02986
2-6_OH_3-5_BH2_4_FBABr,c1(O)c(B)c(F)c(B)c(O)c1(C#C(Br)),Br,OH,BH2,F,38.7,1.988129723,1.7979,4.509,-3.522,1.2158,16.747,0.497,C1,1.8111,0.0132,4.066,-0.443,-1.745,1.2171,0.0013,16.631,-0.116,0.996,2.8842,0.177,-11.713,0.0182,0.0133,-0.00143,-0.0118,0.0587,0.00143,1.12E-06,-0.0182,-6.51,-6.443740437,-6.03,-5.959573981,0.070619919,-0.0001939,7.09,-0.02812
2-6_OH_3-5_BH2_4_NO2BABr,c1(O)c(B)c(N(=O)=O)c(B)c(O)c1(C#C(Br)),Br,OH,BH2,NO2,42.2,1.986048344,1.7967,4.519,-4.602,1.2155,16.789,1.531,C1,1.8106,0.0139,4.047,-0.472,-2.755,1.2169,0.0014,16.659,-0.13,2.085,2.8708,0.183,-11.877,0.0187,0.0136,-0.00142,-0.0122,0.0601,0.00142,4.08E-06,-0.0187,-6.93,-6.858819146,-6.45,-6.373912151,0.076405557,-0.000317708,7.42,-0.02983
2-6_OH_3-5_CN_4_NO2BABr,c1(O)c(C#N)c(N(=O)=O)c(C#N)c(O)c1(C#C(Br)),Br,OH,CN,NO2,49.1,1.979975972,1.7938,4.544,-6.747,1.2149,16.844,3.487,C1,1.8091,0.0153,4.008,-0.536,-4.814,1.2166,0.0017,16.682,-0.162,4.19,2.8433,0.203,-12.143,0.0198,0.0144,-0.00141,-0.013,0.0631,0.00141,1.13E-06,-0.0198,-7.83,-7.740363317,-7.33,-7.238142085,0.092181145,-0.00032323,8.14,-0.03354
2-6_OH_3-5_F_4_NO2BABr,c1(O)c(F)c(N(=O)=O)c(F)c(O)c1(C#C(Br)),Br,OH,F,NO2,43.8,1.984065215,1.7954,4.532,-5.656,1.2149,16.853,2.626,C1,1.8095,0.0141,4.045,-0.487,-3.89,1.2165,0.0016,16.706,-0.147,3.286,2.8638,0.188,-11.805,0.019,0.0138,-0.00142,-0.0124,0.0609,0.00142,3.05E-06,-0.019,-7.16,-7.07470124,-6.66,-6.57916567,0.081180904,-0.000346573,7.58,-0.03066
2-6_OH_3-5_NH2_4_CNBABr,c1(O)c(N)c(C#N)c(N)c(O)c1(C#C(Br)),Br,OH,NH2,CN,37.7,1.989248377,1.7977,4.51,-4.358,1.215,16.835,1.46,C1,1.8106,0.0129,4.079,-0.431,-2.736,1.2164,0.0014,16.707,-0.128,2.121,2.8894,0.175,-11.735,0.018,0.0131,-0.00143,-0.0117,0.0582,0.00143,7.41E-07,-0.018,-6.36,-6.29465673,-5.89,-5.823119285,0.067018015,-0.000137299,6.96,-0.02749
2-6_OH_3-5_NH2_4_FBABr,c1(O)c(N)c(F)c(N)c(O)c1(C#C(Br)),Br,OH,NH2,F,33.5,1.992409462,1.7993,4.497,-2.731,1.2156,16.773,-0.091,C1,1.8116,0.0123,4.1,-0.397,-1.132,1.2168,0.0012,16.665,-0.108,0.417,2.9058,0.171,-11.477,0.0174,0.0127,-0.00143,-0.0113,0.0565,0.00143,1.41E-06,-0.0174,-5.87,-5.803611721,-5.41,-5.348289523,0.061521031,0.000189445,6.59,-0.02558
2-6_OH_3-5_NH2_4_NO2BABr,c1(O)c(N)c(N(=O)=O)c(N)c(O)c1(C#C(Br)),Br,OH,NH2,NO2,38.9,1.988209788,1.7972,4.514,-4.997,1.2147,16.869,2.124,C1,1.8103,0.0131,4.072,-0.442,-3.376,1.2161,0.0014,16.733,-0.136,2.82,2.8842,0.177,-11.763,0.0182,0.0133,-0.00143,-0.0118,0.0587,0.00143,2.35E-07,-0.0182,-6.52,-6.448967591,-6.04,-5.969847889,0.07035009,-0.000197979,7.08,-0.02812
2-6_OH_3-5_NO2_4_CNBABr,c1(O)c(N(=O)=O)c(C#N)c(N(=O)=O)c(O)c1(C#C(Br)),Br,OH,NO2,CN,49.5,1.979757448,1.7933,4.549,-7.167,1.2151,16.824,3.864,C1,1.8086,0.0153,4.008,-0.541,-5.253,1.2168,0.0017,16.658,-0.166,4.625,2.841,0.205,-12.207,0.0199,0.0144,-0.0014,-0.013,0.0634,0.0014,2.09E-06,-0.0199,-7.91,-7.812984992,-7.4,-7.30785205,0.092463525,-0.000315575,8.2,-0.03386
2-6_OH_3-5_NO2_4_FBABr,c1(O)c(N(=O)=O)c(F)c(N(=O)=O)c(O)c1(C#C(Br)),Br,OH,NO2,F,46.2,1.981792389,1.7949,4.537,-5.581,1.2151,16.822,2.388,C1,1.8096,0.0147,4.025,-0.512,-3.642,1.2167,0.0016,16.675,-0.147,2.951,2.8537,0.195,-11.936,0.0194,0.0141,-0.00141,-0.0127,0.062,0.00141,2.31E-05,-0.0194,-7.47,-7.384439929,-6.98,-6.892870118,0.087487375,-0.000357492,7.86,-0.03206
2-6_OH_4_NH2_3-5_CNBABr,c1(O)c(C#N)c(N)c(C#N)c(O)c1(C#C(Br)),Br,OH,CN,NH2,40.2,1.987271788,1.7972,4.517,-3.441,1.2159,16.721,0.077,C1,1.8108,0.0136,4.059,-0.458,-1.665,1.2172,0.0013,16.605,-0.116,0.678,2.8779,0.179,-11.921,0.0184,0.0134,-0.00143,-0.012,0.0594,0.00143,2.22E-06,-0.0184,-6.7,-6.624952631,-6.22,-6.146884664,0.073387236,-0.0002719,7.24,-0.02888
2-6_OH_4_NH2_3-5_FBABr,c1(O)c(F)c(N)c(F)c(O)c1(C#C(Br)),Br,OH,F,NH2,34.3,1.991418867,1.7988,4.504,-2.336,1.2162,16.69,-0.772,C1,1.8112,0.0124,4.096,-0.408,-0.772,1.2174,0.0012,16.591,-0.099,-0.165,2.9005,0.172,-11.584,0.0176,0.0128,-0.00143,-0.0114,0.0571,0.00143,1.68E-06,-0.0176,-6.01,-5.941193179,-5.54,-5.472553961,0.067350595,9.54E-05,6.7,-0.02613
2-6_opp_H_3-5_4-OHBABr,c1(O)c(O)c(O)c(O)c(O)c1(C#C(Br)),Br,OH,OH,OH,33.6,1.992194594,1.7992,4.499,-2.449,1.2159,16.731,-0.486,C1,1.8115,0.0123,4.1,-0.399,-0.861,1.2171,0.0012,16.628,-0.103,0.061,2.9049,0.172,-11.496,0.0174,0.0127,-0.00143,-0.0113,0.0566,0.00143,1.08E-06,-0.0174,-5.89,-5.827595134,-5.43,-5.368014925,0.061721834,0.00026324,6.6,-0.02566
2-6_opp_H_3-5_4-SHBABr,c1(S)c(S)c(S)c(S)c(S)c1(C#C(Br)),Br,SH,SH,SH,34.4,1.99198811,1.7979,4.511,-4.362,1.2144,16.834,1.726,C1,1.8102,0.0123,4.104,-0.407,-2.771,1.2157,0.0013,16.713,-0.121,2.375,2.8988,0.173,-11.94,0.0177,0.0129,-0.00143,-0.0115,0.0572,0.00143,1.75E-06,-0.0177,-6.05,-5.98952396,-5.57,-5.511158999,0.05878509,5.59E-05,,-0.02579
2-6_opp_H_3-5-OHBABr,c1(O)c(O)c(O)c(O)c(O)c1(C#C(Br)),Br,OH,OH,H,33.6,1.991346367,1.7985,4.506,-3.588,1.2152,16.821,0.854,C1,1.8109,0.0124,4.099,-0.407,-1.986,1.2165,0.0013,16.703,-0.118,1.378,2.9006,0.172,-11.444,0.0176,0.0128,-0.00143,-0.0114,0.0571,0.00143,1.77E-06,-0.0176,-5.98,-5.920523016,-5.52,-5.458005513,0.061652808,0.000341679,6.69,-0.0261
2-6_opp_H_3-5-SHBABr,c1(S)c(S)c(S)c(S)c(S)c1(C#C(Br)),Br,SH,SH,H,34.3,1.991421302,1.7977,4.513,-4.936,1.2141,16.876,2.487,C1,1.8101,0.0124,4.102,-0.411,-3.331,1.2155,0.0014,16.746,-0.13,3.069,2.8969,0.173,-11.767,0.0177,0.0129,-0.00143,-0.0115,0.0574,0.00143,6.34E-07,-0.0177,-6.1,-6.03604124,-5.61,-5.550038518,0.059833031,0.000128451,6.78,-0.02654
2-6_SH_3-5_BH2_4_CNBABr,c1(S)c(B)c(C#N)c(B)c(S)c1(C#C(Br)),Br,SH,BH2,CN,39.9,1.987717929,1.7965,4.521,-5.714,1.2143,16.848,3.129,C1,1.8097,0.0132,4.074,-0.447,-4.011,1.2158,0.0015,16.707,-0.141,3.771,2.8801,0.179,-11.999,0.0184,0.0134,-0.00142,-0.0119,0.0592,0.00142,7.77E-07,-0.0184,-6.65,-6.585978016,-6.16,-6.093187244,0.067068215,-0.000255459,7.19,-0.02865
2-6_SH_3-5_BH2_4_FBABr,c1(S)c(B)c(F)c(B)c(S)c1(C#C(Br)),Br,SH,BH2,F,36.4,1.990055742,1.798,4.51,-4.377,1.2143,16.852,1.866,C1,1.8106,0.0126,4.09,-0.42,-2.673,1.2156,0.0013,16.727,-0.125,2.367,2.8933,0.174,-11.778,0.0179,0.013,-0.00143,-0.0116,0.0578,0.00143,5.95E-07,-0.0179,-6.24,-6.176546892,-5.76,-5.696973573,0.06309608,-6.97E-05,6.88,-0.02704
2-6_SH_3-5_BH2_4_NO2BABr,c1(S)c(B)c(N(=O)=O)c(B)c(S)c1(C#C(Br)),Br,SH,BH2,NO2,39.9,1.987312592,1.7946,4.536,-8.317,1.2147,16.795,5.706,C1,1.8075,0.0129,4.085,-0.451,-7.12,1.2164,0.0017,16.623,-0.172,6.894,2.8756,0.181,-12.052,0.0185,0.0135,-0.00143,-0.0121,0.0597,0.00143,3.18E-06,-0.0185,-6.77,-6.702054723,-6.28,-6.209189632,0.071078001,-0.000267633,7.27,-0.0291
2-6_SH_3-5_CN_4_NO2BABr,c1(S)c(C#N)c(N(=O)=O)c(C#N)c(S)c1(C#C(Br)),Br,SH,CN,NO2,46.4,1.983231532,1.7942,4.542,-7.319,1.2141,16.881,4.547,C1,1.8086,0.0144,4.037,-0.505,-5.525,1.2158,0.0017,16.714,-0.167,5.282,2.8543,0.195,-12.168,0.0194,0.0141,-0.00141,-0.0127,0.0619,0.00141,3.35E-07,-0.0194,-7.48,-7.400767726,-6.98,-6.898696794,0.081657811,-0.000354606,7.85,-0.03201
2-6_SH_3-5_F_4_NO2BABr,c1(S)c(F)c(N(=O)=O)c(F)c(S)c1(C#C(Br)),Br,SH,F,NO2,41.7,1.986109219,1.7953,4.534,-6.534,1.2139,16.914,3.923,C1,1.8088,0.0135,4.068,-0.466,-4.897,1.2155,0.0016,16.758,-0.156,4.638,2.8719,0.183,-11.831,0.0187,0.0136,-0.00142,-0.0122,0.06,0.00142,1.75E-06,-0.0187,-6.9,-6.828416311,-6.41,-6.336946034,0.07330566,-0.000251694,7.38,-0.02961
2-6_SH_3-5_NH2_4_CNBABr,c1(S)c(N)c(C#N)c(N)c(S)c1(C#C(Br)),Br,SH,NH2,CN,29.4,1.996531123,1.7956,4.534,-6.613,1.2109,17.181,4.733,C1,1.8065,0.0109,4.176,-0.358,-5.47,1.2125,0.0016,17.03,-0.151,5.576,2.9246,0.17,-11.399,0.0168,0.0122,-0.00142,-0.0108,0.0547,0.00142,1.83E-06,-0.0168,-5.34,-5.286123462,-4.88,-4.829581431,0.049767778,0.00065079,,-0.02243
2-6_SH_3-5_NH2_4_FBABr,c1(S)c(N)c(F)c(N)c(S)c1(C#C(Br)),Br,SH,NH2,F,30.1,1.995513614,1.7984,4.507,-4.308,1.213,16.96,2.069,C1,1.81,0.0116,4.134,-0.373,-2.821,1.2145,0.0015,16.829,-0.131,2.561,2.9182,0.17,-11.431,0.017,0.0124,-0.00143,-0.011,0.0553,0.00143,1.34E-06,-0.017,-5.51,-5.437899185,-5.05,-4.982489139,0.067018015,0.000492846,6.3,-0.02414
2-6_SH_3-5_NH2_4_NO2BABr,c1(S)c(N)c(N(=O)=O)c(N)c(S)c1(C#C(Br)),Br,SH,NH2,NO2,30.5,1.995673387,1.7951,4.539,-7.163,1.2108,17.189,5.327,C1,1.8062,0.0111,4.171,-0.368,-6.011,1.2125,0.0017,17.023,-0.166,6.176,2.9198,0.17,-11.422,0.0169,0.0124,-0.00143,-0.0109,0.0551,0.00143,8.41E-07,-0.0169,-5.49,-5.427463702,-5.04,-4.972693331,0.066842312,0.000464357,,-0.02337
2-6_SH_3-5_NO2_4_CNBABr,c1(S)c(N(=O)=O)c(C#N)c(N(=O)=O)c(S)c1(C#C(Br)),Br,SH,NO2,CN,46.2,1.983207346,1.7932,4.551,-7.985,1.2139,16.881,5.225,C1,1.8076,0.0144,4.044,-0.507,-6.197,1.2158,0.0019,16.699,-0.182,5.97,2.8543,0.195,-12.2,0.0194,0.0141,-0.00141,-0.0127,0.0619,0.00141,5.90E-07,-0.0194,-7.49,-7.39148686,-6.99,-6.896455527,0.093887971,-0.000343499,7.84,-0.03197
2-6_SH_3-5_NO2_4_FBABr,c1(S)c(N(=O)=O)c(F)c(N(=O)=O)c(S)c1(C#C(Br)),Br,SH,NO2,F,43,1.984677297,1.795,4.537,-6.296,1.2138,16.896,3.647,C1,1.8089,0.0139,4.057,-0.48,-4.475,1.2155,0.0017,16.748,-0.148,4.214,2.8666,0.186,-11.959,0.0189,0.0137,-0.00142,-0.0123,0.0606,0.00142,1.08E-06,-0.0189,-7.07,-6.991079324,-6.58,-6.50053477,0.079831759,-0.000366528,7.53,-0.03032
2-6_SH_4_NH2_3-5_CNBABr,c1(S)c(C#N)c(N)c(C#N)c(S)c1(C#C(Br)),Br,SH,CN,NH2,37.9,1.989866304,1.7976,4.514,-4.284,1.2145,16.82,1.43,C1,1.8106,0.013,4.08,-0.434,-2.583,1.2159,0.0014,16.696,-0.124,2.032,2.8871,0.176,-11.965,0.0181,0.0132,-0.00143,-0.0118,0.0584,0.00143,3.43E-06,-0.0181,-6.43,-6.363230968,-5.95,-5.884418668,0.065788096,-0.000206764,7.02,-0.0278
2-6_SH_4_NH2_3-5_FBABr,c1(S)c(F)c(N)c(F)c(S)c1(C#C(Br)),Br,SH,F,NH2,32.6,1.993421178,1.7986,4.506,-3.529,1.2146,16.823,0.85,C1,1.8106,0.012,4.113,-0.393,-2.025,1.2159,0.0013,16.711,-0.112,1.473,2.9062,0.171,-11.626,0.0174,0.0127,-0.00143,-0.0113,0.0565,0.00143,3.06E-06,-0.0174,-5.83,-5.77020939,-5.37,-5.309659753,0.06010286,0.000237387,6.58,-0.02549
2-6-BH2BABr,c1(B)cccc(B)c1(C#C(Br)),Br,BH2,H,H,27.5,1.997484644,1.7969,4.521,-5.608,1.2117,17.111,4.055,C1,1.8075,0.0106,4.176,-0.345,-4.473,1.2131,0.0014,16.968,-0.143,4.839,2.9301,0.169,-11.126,0.0166,0.0121,-0.00142,-0.0107,0.0541,0.00142,3.19E-06,-0.0166,-5.18,-5.138962444,-4.72,-4.67434699,0.044796648,0.000856362,5.99,-0.02273
2-6-CF3BABr,c1(C(F)(F)F)cccc(C(F)(F)F)c1(C#C(Br)),Br,CF3,H,H,30.6,1.99247534,1.7929,4.564,-7.093,1.2099,17.264,5.026,C1,1.8045,0.0116,4.17,-0.394,-5.837,1.2115,0.0016,17.103,-0.161,5.799,2.907,0.172,-11.191,0.017372576,0.012678814,-0.001432314,-0.0112465,0.056444509,0.001432314,3.16E-06,-0.017372576,-5.75,-5.691074167,-5.27,-5.21494878,0.054411349,0.000639871,6.44,-0.02498
2-6-CH3BABr,c1(C)cccc(C)c1(C#C(Br)),Br,CH3,H,H,26.5,2.000024743,1.8002,4.489,-3.395,1.2131,17.012,1.43,C1,1.8109,0.0107,4.156,-0.333,-2.069,1.2143,0.0012,16.896,-0.116,1.98,2.9384,0.167,-11.136,0.0163,0.0119,-0.00142,-0.0105,0.0533,0.00142,5.19E-07,-0.0163,-4.96,-4.920278521,-4.51,-4.467166076,0.041858021,0.000975903,5.87,-0.02204
2-6-CHOBABr,c1(C(=O))cccc(C(=O))c1(C#C(Br)),Br,CHO,H,H,35.6,1.98992419,1.796,4.529,-5.716,1.2123,17.054,3.693,C1,1.8084,0.0124,4.112,-0.417,-4.218,1.2137,0.0014,16.91,-0.144,4.362,2.8951,0.174,-11.426,0.017806501,0.012977582,-0.001429646,-0.011547936,0.057628909,0.001429646,3.21E-06,-0.017806501,-6.2,-6.141269563,-5.72,-5.663036319,0.056981628,-1.79E-05,6.78,-0.02665
2-6-ClBABr,c1(Cl)cccc(Cl)c1(C#C(Br)),Br,Cl,H,H,28.9,1.994508119,1.7955,4.539,-5.834,1.2106,17.208,3.708,C1,1.8067,0.0112,4.17,-0.369,-4.572,1.2121,0.0015,17.066,-0.142,4.392,2.9204,0.17,-11.134,0.016914557,0.012347576,-0.001428479,-0.010919097,0.055104222,0.001428479,1.44E-06,-0.016914557,-5.4,-5.348102575,-4.94,-4.891906605,0.047301666,0.000791729,6.2,-0.02364
2-6-CNBABr,c1(C#N)cccc(C#N)c1(C#C(Br)),Br,CN,H,H,32.9,1.988317006,1.7912,4.577,-8.161,1.211,17.162,5.872,C1,1.8035,0.0123,4.147,-0.43,-6.898,1.2128,0.0018,16.985,-0.177,6.715,2.8889,0.176,-11.255,0.018010673,0.013145048,-0.00143682,-0.011708228,0.058327473,0.00143682,1.89E-06,-0.018010673,-6.19,-6.128470252,-5.71,-5.65034148,0.059186696,0.000471824,6.85,-0.02696
2-6-COOHBABr,c1(C(=O)O)cccc(C(=O)O)c1(C#C(Br)),Br,COOH,H,H,30.1,1.997387324,1.7948,4.543,-6.026,1.2095,17.25,4.328,C1,1.8056,0.0108,4.19,-0.353,-4.855,1.211,0.0015,17.102,-0.148,5.054,2.9296,0.169,-11.112,0.016628698,0.012128322,-0.001421161,-0.010707161,0.054197933,0.001421161,2.52E-06,-0.016628698,-5.32,-5.270052943,-4.86,-4.80883093,0.050809444,0.000359626,6.01,-0.02287
2-6-FBABr,c1(F)cccc(F)c1(C#C(Br)),Br,F,H,H,28.5,1.994704833,1.7963,4.533,-5.199,1.2105,17.244,2.925,C1,1.8076,0.0113,4.164,-0.369,-3.897,1.212,0.0015,17.107,-0.137,3.577,2.9217,0.17,-11.063,0.016868389,0.012315431,-0.001428409,-0.010887022,0.054975358,0.001428409,1.36E-06,-0.016868389,-5.35,-5.304728491,-4.9,-4.851471176,0.047654954,0.00087387,6.17,-0.02352
2-6-NH2BABr,c1(N)cccc(N)c1(C#C(Br)),Br,NH2,H,H,27.3,1.99904474,1.8015,4.476,-1.829,1.2152,16.765,-0.596,C1,1.8125,0.011,4.136,-0.34,-0.413,1.2163,0.0011,16.678,-0.087,-0.136,2.9347,0.168,-11.22,0.0164,0.012,-0.00142,-0.0106,0.0537,0.00142,1.20E-06,-0.0164,-5.06,-5.006060952,-4.61,-4.559368078,0.049789741,0.00084218,5.97,-0.02248
2-6-NO2BABr,c1(N(=O)=O)cccc(N(=O)=O)c1(C#C(Br)),Br,NO2,H,H,32.3,1.989780163,1.79,4.59,-8.848,1.2097,17.227,6.676,C1,1.8019,0.0119,4.172,-0.418,-7.646,1.2115,0.0018,17.047,-0.18,7.541,2.8954,0.175,-11.287,0.017785686,0.01297746,-0.001434844,-0.011542616,0.057649217,0.001434844,1.29E-06,-0.017785686,-6.06,-5.994042029,-5.58,-5.515608991,0.063955768,0.000435241,6.7,-0.02618
2-6-OHBABr,c1(O)cccc(O)c1(C#C(Br)),Br,OH,H,H,34.1,1.992262186,1.7988,4.502,-3.133,1.2157,16.765,0.389,C1,1.8113,0.0125,4.096,-0.406,-1.507,1.2169,0.0012,16.654,-0.111,0.87,2.9017,0.172,-11.395,0.0176,0.0128,-0.00143,-0.0114,0.0569,0.00143,3.33E-06,-0.0176,-5.98,-5.915289587,-5.51,-5.449697027,0.060178161,0.000124812,6.68,-0.02601
2-6-OOCMeBABr,c1(OC(=O)C)cccc(OC(=O)C)c1(C#C(Br)),Br,OOCMe,H,H,29.6,1.996459618,1.7979,4.513,-4.133,1.2111,17.141,2.192,C1,1.8093,0.0114,4.152,-0.361,-2.733,1.2125,0.0014,17.008,-0.133,2.709,2.9244,0.169,-11.182,0.016794162,0.012248956,-0.001421759,-0.010827197,0.05468286,0.001421759,2.16E-06,-0.016794162,-5.39,-5.318063695,-4.93,-4.859945906,0.069465302,0.000588792,6.15,-0.02356
2-6-SHBABr,c1(S)cccc(S)c1(C#C(Br)),Br,SH,H,H,32.7,1.992887767,1.7985,4.506,-4.223,1.2141,16.879,1.877,C1,1.8105,0.012,4.113,-0.393,-2.669,1.2154,0.0013,16.756,-0.123,2.39,2.9064,0.172,-11.455,0.0174,0.0127,-0.00143,-0.0113,0.0565,0.00143,1.25E-06,-0.0174,-5.83,-5.774551756,-5.37,-5.314404792,0.05517691,0.000418298,6.57,-0.02548
3-4-5-BH2BABr,c1c(B)c(B)c(B)cc1(C#C(Br)),Br,H,BH2,BH2,29,1.997119017,1.7989,4.505,-4.029,1.2118,17.145,1.926,C1,1.8101,0.0112,4.15,-0.355,-2.692,1.2131,0.0013,17.019,-0.126,2.609,2.9272,0.169,-11.301,0.0167,0.0122,-0.00142,-0.0108,0.0544,0.00142,1.39E-06,-0.0167,-5.28,-5.228112718,-4.82,-4.772827789,0.046493434,0.000678777,6.08,-0.02314
3-4-5-ClBABr,c1c(Cl)c(Cl)c(Cl)cc1(C#C(Br)),Br,H,Cl,Cl,32.4,1.993495658,1.7971,4.522,-5.368,1.2115,17.171,3.194,C1,1.8089,0.0118,4.138,-0.384,-4.029,1.2129,0.0014,17.028,-0.143,3.975,2.9124,0.171,-11.379,0.017194995,0.012539348,-0.001427521,-0.011111828,0.055867477,0.001427521,5.16E-07,-0.017194995,-5.7,-5.647926614,-5.24,-5.188755253,0.050966321,0.000278426,6.39,-0.02468
3-4-5-CNBABr,c1c(C#N)c(C#N)c(C#N)cc1(C#C(Br)),Br,H,CN,CN,41.5,1.986448572,1.7935,4.554,-8.397,1.2115,17.145,6.002,C1,1.8067,0.0132,4.097,-0.457,-7.065,1.2133,0.0018,16.966,-0.179,7.041,2.8779,0.18,-11.682,0.018448074,0.013426686,-0.001424915,-0.01200177,0.059406404,0.001424915,1.42E-06,-0.018448074,-6.77,-6.704978917,-6.29,-6.226003255,0.064319724,-0.000322979,7.17,-0.02872
3-4-5-FBABr,c1c(F)c(F)c(F)cc1(C#C(Br)),Br,H,F,F,32.2,1.993701188,1.7975,4.52,-4.796,1.2114,17.181,2.723,C1,1.8093,0.0118,4.139,-0.381,-3.409,1.2128,0.0014,17.043,-0.138,3.363,2.9151,0.171,-11.131,0.017102103,0.012472352,-0.001427048,-0.011045304,0.055597597,0.001427048,2.07E-06,-0.017102103,-5.63,-5.58189379,-5.18,-5.128117452,0.051587556,0.000294992,6.33,-0.0244
3-4-5-NH2BABr,c1c(N)c(N)c(N)cc1(C#C(Br)),Br,H,NH2,NH2,23,2.001875055,1.8012,4.482,-1.959,1.2125,17.063,-0.132,C1,1.8115,0.0103,4.17,-0.312,-0.739,1.2136,0.0011,16.961,-0.102,0.523,2.952,0.164,-11.199,0.0159,0.0116,-0.00141,-0.0102,0.052,0.00141,4.90E-07,-0.0159,-4.55,-4.505212989,-4.12,-4.077124409,0.041212314,0.001663277,5.6,-0.02063
3-4-5-OHBABr,c1c(O)c(O)c(O)cc1(C#C(Br)),Br,H,OH,OH,27.1,1.998795489,1.8001,4.495,-2.814,1.2121,17.102,0.709,C1,1.8109,0.0108,4.158,-0.337,-1.519,1.2133,0.0012,16.988,-0.114,1.336,2.9384,0.167,-11.144,0.0163,0.0119,-0.00142,-0.0105,0.0533,0.00142,9.33E-07,-0.0163,-4.97,-4.920109093,-4.53,-4.483936096,0.045074635,0.000989269,5.86,-0.02201
3-4-5-SHBABr,c1c(S)c(S)c(S)cc1(C#C(Br)),Br,H,SH,SH,30,1.996297217,1.7985,4.509,-4.509,1.2117,17.143,2.384,C1,1.8097,0.0112,4.148,-0.361,-3.225,1.2131,0.0014,17.012,-0.131,3.171,2.9243,0.17,-11.401,0.0168,0.0122,-0.00142,-0.0108,0.0547,0.00142,1.27E-06,-0.0168,-5.37,-5.319638744,-4.91,-4.862012654,0.047395793,0.000591553,6.15,-0.02344
3-5-BH2BABr,c1c(B)cc(B)cc1(C#C(Br)),Br,H,BH2,H,29.3,1.996207098,1.7986,4.507,-4.266,1.2117,17.154,2.261,C1,1.8099,0.0113,4.149,-0.358,-2.924,1.213,0.0013,17.024,-0.13,2.914,2.9258,0.169,-11.211,0.0167,0.0122,-0.00142,-0.0108,0.0545,0.00142,2.88E-06,-0.0167,-5.31,-5.266351265,-4.86,-4.812398133,0.046955281,0.000646586,6.11,-0.02327
3-5-CF3BABr,c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C#C(Br)),Br,H,CF3,H,33.9,1.992227085,1.7965,4.529,-5.751,1.2113,17.182,3.675,C1,1.8085,0.012,4.131,-0.398,-4.368,1.2128,0.0015,17.034,-0.148,4.39,2.906,0.172,-11.253,0.017416409,0.012698428,-0.001428746,-0.011269682,0.056508693,0.001428746,3.74E-07,-0.017416409,-5.89,-5.835219375,-5.43,-5.374833255,0.055032583,0.000134162,6.53,-0.02539
